AREA NAME,Crm Cd Desc,Vict Age,Vict Sex,Vict Descent,Premis Desc,Weapon Desc,Status Desc,Hour,DayOfWeek,IsWeekend,TimeOfDay,IsNight,TimeToReport_Hours,Occ_Month,Has_Cross_Street_np,Location_Cluster,Hour_Sin,Hour_Cos
Van Nuys,INTIMATE PARTNER - SIMPLE ASSAULT,28,F,B,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,17,Monday,0,Afternoon,0,24.0,9,0,11,-0.9659258262890683,-0.25881904510252063
Topanga,THEFT OF IDENTITY,42,F,B,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",undefined,Invest Cont,6,Friday,0,Morning,0,696.0,5,0,16,1.0,6.123233995736766e-17
Central,TRESPASSING,0,M,O,MTA - RED LINE - 7TH AND METRO CENTER,undefined,Invest Cont,9,Wednesday,0,Morning,0,0.0,6,0,9,0.7071067811865476,-0.7071067811865475
Pacific,BURGLARY FROM VEHICLE,41,F,W,OTHER RESIDENCE,undefined,Invest Cont,22,Thursday,0,Night,1,120.0,10,0,18,-0.5000000000000004,0.8660254037844384
Southeast,BATTERY - SIMPLE ASSAULT,73,F,A,MOTEL,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,8,Monday,0,Morning,0,0.0,2,0,13,0.8660254037844387,-0.4999999999999998
Van Nuys,INTIMATE PARTNER - SIMPLE ASSAULT,23,F,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,16,Thursday,0,Afternoon,0,0.0,11,0,11,-0.8660254037844385,-0.5000000000000004
Newton,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",61,M,H,SINGLE FAMILY DWELLING,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,19,Sunday,1,Evening,0,24.0,7,0,0,-0.9659258262890684,0.2588190451025203
West Valley,BURGLARY FROM VEHICLE,24,M,H,PARKING LOT,undefined,Invest Cont,3,Saturday,1,Night,1,72.0,7,0,3,0.7071067811865476,0.7071067811865476
Central,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0,M,O,ALLEY,SEMI-AUTOMATIC PISTOL,Adult Arrest,1,Friday,0,Night,1,0.0,5,1,9,0.25881904510252074,0.9659258262890683
West LA,THEFT OF IDENTITY,41,M,W,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",undefined,Invest Cont,5,Monday,0,Night,1,240.0,5,0,10,0.9659258262890683,0.25881904510252074
Southwest,VIOLATION OF RESTRAINING ORDER,58,M,B,SINGLE FAMILY DWELLING,undefined,Invest Cont,16,Tuesday,0,Afternoon,0,0.0,11,0,0,-0.8660254037844385,-0.5000000000000004
N Hollywood,BATTERY - SIMPLE ASSAULT,27,F,H,DRUG STORE,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,16,Friday,0,Afternoon,0,0.0,4,0,11,-0.8660254037844385,-0.5000000000000004
Newton,TRESPASSING,61,F,B,MTA - EXPO LINE - LATTC/ORTHO INSTITUTE,undefined,Invest Cont,11,Sunday,1,Morning,0,0.0,6,0,9,0.258819045102521,-0.9659258262890682
Pacific,BURGLARY FROM VEHICLE,61,M,W,SIDEWALK,undefined,Invest Cont,12,Saturday,1,Afternoon,0,96.0,2,0,4,1.2246467991473532e-16,-1.0
Southwest,BATTERY - SIMPLE ASSAULT,52,F,H,SINGLE FAMILY DWELLING,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,10,Sunday,1,Morning,0,0.0,2,0,0,0.49999999999999994,-0.8660254037844387
West LA,OTHER ASSAULT,26,M,O,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,12,Friday,0,Afternoon,0,0.0,11,0,12,1.2246467991473532e-16,-1.0
Wilshire,BATTERY - SIMPLE ASSAULT,60,F,W,SINGLE FAMILY DWELLING,BLUNT INSTRUMENT,Invest Cont,16,Saturday,1,Afternoon,0,24.0,8,0,12,-0.8660254037844385,-0.5000000000000004
Southwest,BURGLARY,43,M,B,GARAGE/CARPORT,undefined,Adult Other,9,Thursday,0,Morning,0,5088.0,9,0,12,0.7071067811865476,-0.7071067811865475
West LA,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),50,M,W,PARKING LOT,undefined,Invest Cont,11,Saturday,1,Morning,0,0.0,2,0,10,0.258819045102521,-0.9659258262890682
Mission,INTIMATE PARTNER - AGGRAVATED ASSAULT,25,F,H,SINGLE FAMILY DWELLING,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,22,Sunday,1,Night,1,24.0,4,0,15,-0.5000000000000004,0.8660254037844384
Hollywood,THEFT PLAIN - PETTY ($950 & UNDER),61,M,O,MARKET,undefined,Invest Cont,10,Saturday,1,Morning,0,0.0,1,0,6,0.49999999999999994,-0.8660254037844387
Wilshire,THEFT OF IDENTITY,23,F,B,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",undefined,Invest Cont,22,Tuesday,0,Night,1,26520.0,4,0,12,-0.5000000000000004,0.8660254037844384
Newton,BURGLARY,21,F,W,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",undefined,Invest Cont,1,Tuesday,0,Night,1,0.0,11,0,9,0.25881904510252074,0.9659258262890683
77th Street,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),51,M,W,PARKING LOT,undefined,Invest Cont,0,Wednesday,0,Night,1,0.0,11,0,0,0.0,1.0
Northeast,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),47,M,H,STREET,undefined,Invest Cont,18,Wednesday,0,Evening,0,48.0,11,1,14,-1.0,-1.8369701987210297e-16
Southwest,VEHICLE - ATTEMPT STOLEN,27,F,H,STREET,undefined,Invest Cont,21,Friday,0,Evening,0,0.0,2,0,0,-0.7071067811865477,0.7071067811865474
Pacific,BURGLARY FROM VEHICLE,64,M,W,STREET,undefined,Invest Cont,22,Tuesday,0,Night,1,24.0,6,0,18,-0.5000000000000004,0.8660254037844384
Wilshire,ROBBERY,33,M,W,BANK,KNIFE WITH BLADE 6INCHES OR LESS,Invest Cont,20,Friday,0,Evening,0,0.0,12,1,12,-0.8660254037844386,0.5000000000000001
Rampart,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",36,F,B,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",undefined,Invest Cont,4,Saturday,1,Night,1,0.0,2,0,9,0.8660254037844386,0.5000000000000001
West LA,CRIMINAL THREATS - NO WEAPON DISPLAYED,25,F,A,DRIVEWAY,VERBAL THREAT,Adult Arrest,12,Friday,0,Afternoon,0,0.0,10,0,11,1.2246467991473532e-16,-1.0
Olympic,INTIMATE PARTNER - SIMPLE ASSAULT,43,F,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",STICK,Adult Other,20,Saturday,1,Evening,0,0.0,2,0,6,-0.8660254037844386,0.5000000000000001
Olympic,INTIMATE PARTNER - SIMPLE ASSAULT,38,F,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,20,Saturday,1,Evening,0,72.0,12,0,6,-0.8660254037844386,0.5000000000000001
Northeast,INTIMATE PARTNER - SIMPLE ASSAULT,41,F,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,19,Sunday,1,Evening,0,24.0,1,0,14,-0.9659258262890684,0.2588190451025203
N Hollywood,BURGLARY,53,M,W,SINGLE FAMILY DWELLING,undefined,Invest Cont,17,Wednesday,0,Afternoon,0,24.0,2,0,8,-0.9659258262890683,-0.25881904510252063
Rampart,THEFT PLAIN - PETTY ($950 & UNDER),43,F,B,HOSPITAL,undefined,Invest Cont,13,Tuesday,0,Afternoon,0,840.0,8,0,9,-0.2588190451025208,-0.9659258262890683
Mission,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),34,M,H,STREET,undefined,Invest Cont,21,Friday,0,Evening,0,24.0,1,0,15,-0.7071067811865477,0.7071067811865474
Olympic,VEHICLE - ATTEMPT STOLEN,72,M,H,STREET,undefined,Invest Cont,20,Sunday,1,Evening,0,24.0,10,0,6,-0.8660254037844386,0.5000000000000001
Topanga,BURGLARY FROM VEHICLE,23,M,B,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,2,Saturday,1,Night,1,0.0,9,0,16,0.49999999999999994,0.8660254037844387
Wilshire,THEFT OF IDENTITY,53,M,W,SINGLE FAMILY DWELLING,undefined,Invest Cont,12,Monday,0,Afternoon,0,5136.0,3,0,12,1.2246467991473532e-16,-1.0
77th Street,BATTERY - SIMPLE ASSAULT,34,F,H,PARKING LOT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,15,Monday,0,Afternoon,0,0.0,2,0,0,-0.7071067811865471,-0.7071067811865479
Olympic,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",31,M,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",HAMMER,Invest Cont,18,Thursday,0,Evening,0,0.0,7,0,6,-1.0,-1.8369701987210297e-16
N Hollywood,BRANDISH WEAPON,40,M,H,SIDEWALK,UNKNOWN WEAPON/OTHER WEAPON,Adult Other,17,Tuesday,0,Afternoon,0,0.0,11,0,8,-0.9659258262890683,-0.25881904510252063
Rampart,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",39,F,W,"VEHICLE, PASSENGER/TRUCK",undefined,Invest Cont,21,Monday,0,Evening,0,24.0,2,0,9,-0.7071067811865477,0.7071067811865474
Olympic,INTIMATE PARTNER - SIMPLE ASSAULT,24,F,B,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,9,Saturday,1,Morning,0,0.0,10,0,6,0.7071067811865476,-0.7071067811865475
N Hollywood,BURGLARY FROM VEHICLE,34,M,W,SINGLE FAMILY DWELLING,undefined,Invest Cont,4,Saturday,1,Night,1,72.0,2,0,8,0.8660254037844386,0.5000000000000001
Southwest,THEFT OF IDENTITY,24,M,W,SINGLE FAMILY DWELLING,undefined,Invest Cont,11,Thursday,0,Morning,0,24.0,6,0,12,0.258819045102521,-0.9659258262890682
Pacific,THEFT PLAIN - PETTY ($950 & UNDER),46,F,B,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",undefined,Adult Other,23,Wednesday,0,Night,1,240.0,11,0,18,-0.25881904510252157,0.9659258262890681
Topanga,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",55,M,O,"VEHICLE, PASSENGER/TRUCK",undefined,Invest Cont,23,Tuesday,0,Night,1,24.0,9,0,7,-0.25881904510252157,0.9659258262890681
Mission,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",23,M,H,PARKING LOT,undefined,Invest Cont,20,Tuesday,0,Evening,0,48.0,7,0,19,-0.8660254037844386,0.5000000000000001
Central,BATTERY - SIMPLE ASSAULT,55,F,O,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,10,Sunday,1,Morning,0,0.0,7,0,9,0.49999999999999994,-0.8660254037844387
Southeast,THEFT PLAIN - PETTY ($950 & UNDER),31,M,H,HOTEL,undefined,Invest Cont,0,Tuesday,0,Night,1,0.0,4,0,13,0.0,1.0
Southwest,THEFT PLAIN - PETTY ($950 & UNDER),21,F,W,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",undefined,Invest Cont,18,Tuesday,0,Evening,0,480.0,9,0,9,-1.0,-1.8369701987210297e-16
Newton,ROBBERY,21,M,H,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,0,Saturday,1,Night,1,144.0,1,1,9,0.0,1.0
Hollywood,THEFT PLAIN - PETTY ($950 & UNDER),43,M,W,MUNICIPAL BUS LINE INCLUDES LADOT/DASH,undefined,Invest Cont,10,Saturday,1,Morning,0,216.0,4,1,6,0.49999999999999994,-0.8660254037844387
West Valley,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",61,M,O,RESTAURANT/FAST FOOD,LIQUOR/DRUGS,Invest Cont,22,Friday,0,Night,1,480.0,9,0,3,-0.5000000000000004,0.8660254037844384
N Hollywood,THEFT OF IDENTITY,0,M,W,STREET,undefined,Adult Arrest,20,Friday,0,Evening,0,0.0,9,1,8,-0.8660254037844386,0.5000000000000001
Northeast,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),53,M,W,STREET,undefined,Invest Cont,3,Monday,0,Night,1,24.0,10,0,14,0.7071067811865476,0.7071067811865476
Foothill,THEFT PLAIN - PETTY ($950 & UNDER),43,F,W,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",undefined,Invest Cont,5,Monday,0,Night,1,0.0,9,0,17,0.9659258262890683,0.25881904510252074
Rampart,INTIMATE PARTNER - SIMPLE ASSAULT,28,F,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",BELT FLAILING INSTRUMENT/CHAIN,Adult Arrest,1,Tuesday,0,Night,1,0.0,10,0,6,0.25881904510252074,0.9659258262890683
Northeast,THEFT PLAIN - PETTY ($950 & UNDER),0,M,H,MARKET,undefined,Invest Cont,13,Monday,0,Afternoon,0,24.0,4,0,14,-0.2588190451025208,-0.9659258262890683
Mission,BURGLARY,29,M,H,PUBLIC STORAGE,undefined,Invest Cont,18,Sunday,1,Evening,0,120.0,12,0,19,-1.0,-1.8369701987210297e-16
Northeast,INTIMATE PARTNER - SIMPLE ASSAULT,30,M,W,SINGLE FAMILY DWELLING,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,12,Sunday,1,Afternoon,0,24.0,4,0,6,1.2246467991473532e-16,-1.0
Hollenbeck,BATTERY - SIMPLE ASSAULT,27,F,B,PARKING LOT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,7,Saturday,1,Morning,0,0.0,8,0,9,0.9659258262890683,-0.25881904510252063
Central,BURGLARY FROM VEHICLE,35,M,W,PARKING LOT,undefined,Invest Cont,16,Friday,0,Afternoon,0,24.0,11,0,9,-0.8660254037844385,-0.5000000000000004
Mission,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",38,M,H,"VEHICLE, PASSENGER/TRUCK",ROCK/THROWN OBJECT,Invest Cont,13,Saturday,1,Afternoon,0,48.0,9,1,19,-0.2588190451025208,-0.9659258262890683
West LA,BRANDISH WEAPON,58,F,O,STREET,PIPE/METAL PIPE,Invest Cont,19,Friday,0,Evening,0,0.0,10,0,10,-0.9659258262890684,0.2588190451025203
Olympic,BRANDISH WEAPON,45,M,H,STREET,HAND GUN,Invest Cont,16,Wednesday,0,Afternoon,0,0.0,4,1,6,-0.8660254037844385,-0.5000000000000004
Newton,PICKPOCKET,39,F,W,NIGHT CLUB (OPEN EVENINGS ONLY),undefined,Invest Cont,1,Sunday,1,Night,1,24.0,11,0,0,0.25881904510252074,0.9659258262890683
Hollywood,INTIMATE PARTNER - SIMPLE ASSAULT,33,F,H,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,4,Monday,0,Night,1,24.0,9,1,6,0.8660254037844386,0.5000000000000001
Van Nuys,THEFT PLAIN - PETTY ($950 & UNDER),32,M,W,SINGLE FAMILY DWELLING,undefined,Invest Cont,18,Sunday,1,Evening,0,72.0,12,0,11,-1.0,-1.8369701987210297e-16
Devonshire,INTIMATE PARTNER - SIMPLE ASSAULT,46,M,W,SINGLE FAMILY DWELLING,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,10,Saturday,1,Morning,0,0.0,8,0,7,0.49999999999999994,-0.8660254037844387
Central,BURGLARY FROM VEHICLE,31,M,W,PARKING LOT,undefined,Invest Cont,17,Sunday,1,Afternoon,0,0.0,6,0,9,-0.9659258262890683,-0.25881904510252063
Southwest,CRIMINAL THREATS - NO WEAPON DISPLAYED,43,F,H,OTHER BUSINESS,VERBAL THREAT,Adult Other,13,Friday,0,Afternoon,0,600.0,1,0,12,-0.2588190451025208,-0.9659258262890683
Pacific,VIOLATION OF COURT ORDER,57,M,H,OTHER BUSINESS,undefined,Adult Other,0,Monday,0,Night,1,0.0,12,0,18,0.0,1.0
Harbor,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",51,F,W,OTHER RESIDENCE,undefined,Adult Arrest,23,Saturday,1,Night,1,24.0,7,0,5,-0.25881904510252157,0.9659258262890681
Hollywood,BATTERY - SIMPLE ASSAULT,41,F,W,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,19,Saturday,1,Evening,0,0.0,6,0,6,-0.9659258262890684,0.2588190451025203
N Hollywood,THEFT PLAIN - PETTY ($950 & UNDER),27,M,W,MAIL BOX,undefined,Invest Cont,18,Thursday,0,Evening,0,0.0,5,0,8,-1.0,-1.8369701987210297e-16
Harbor,ROBBERY,17,M,H,HIGH SCHOOL,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,14,Tuesday,0,Afternoon,0,24.0,9,0,13,-0.4999999999999997,-0.8660254037844388
Southwest,THEFT OF IDENTITY,42,F,B,SINGLE FAMILY DWELLING,undefined,Invest Cont,10,Thursday,0,Morning,0,192.0,4,0,12,0.49999999999999994,-0.8660254037844387
Newton,VANDALISM - MISDEAMEANOR ($399 OR UNDER),57,M,H,"VEHICLE, PASSENGER/TRUCK",undefined,Invest Cont,18,Sunday,1,Evening,0,24.0,4,0,9,-1.0,-1.8369701987210297e-16
Olympic,BRANDISH WEAPON,34,M,A,AUTO SUPPLY STORE*,FOLDING KNIFE,Invest Cont,21,Wednesday,0,Evening,0,144.0,3,0,6,-0.7071067811865477,0.7071067811865474
Pacific,"RAPE, FORCIBLE",41,F,W,SINGLE FAMILY DWELLING,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,23,Friday,0,Night,1,26040.0,6,0,4,-0.25881904510252157,0.9659258262890681
West Valley,BURGLARY FROM VEHICLE,42,M,O,PARKING LOT,undefined,Invest Cont,9,Saturday,1,Morning,0,0.0,3,0,15,0.7071067811865476,-0.7071067811865475
Central,PURSE SNATCHING,54,F,H,STREET,undefined,Invest Cont,16,Wednesday,0,Afternoon,0,24.0,2,1,9,-0.8660254037844385,-0.5000000000000004
Rampart,BATTERY - SIMPLE ASSAULT,67,M,H,NURSING/CONVALESCENT/RETIREMENT HOME,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,2,Tuesday,0,Night,1,72.0,7,0,9,0.49999999999999994,0.8660254037844387
Van Nuys,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",21,M,H,PARKING LOT,VEHICLE,Invest Cont,9,Thursday,0,Morning,0,0.0,9,1,11,0.7071067811865476,-0.7071067811865475
Central,ROBBERY,63,M,B,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,0,Friday,0,Night,1,240.0,5,1,9,0.0,1.0
Hollywood,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),61,M,H,STREET,undefined,Invest Cont,4,Thursday,0,Night,1,96.0,4,0,6,0.8660254037844386,0.5000000000000001
Central,BURGLARY,23,M,B,HOTEL,undefined,Invest Cont,10,Sunday,1,Morning,0,0.0,5,0,9,0.49999999999999994,-0.8660254037844387
Topanga,SHOPLIFTING - PETTY THEFT ($950 & UNDER),35,M,B,"DIY CENTER (LOWE'S,HOME DEPOT,OSH,CONTRACTORS WAREHOUSE)",undefined,Invest Cont,16,Tuesday,0,Afternoon,0,0.0,4,0,16,-0.8660254037844385,-0.5000000000000004
Pacific,CRIMINAL THREATS - NO WEAPON DISPLAYED,53,M,W,STREET,VERBAL THREAT,Invest Cont,17,Tuesday,0,Afternoon,0,0.0,9,0,18,-0.9659258262890683,-0.25881904510252063
77th Street,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",33,F,H,GAS STATION,UNKNOWN FIREARM,Adult Other,13,Friday,0,Afternoon,0,0.0,9,0,0,-0.2588190451025208,-0.9659258262890683
Foothill,THEFT OF IDENTITY,53,M,H,SINGLE FAMILY DWELLING,undefined,Invest Cont,12,Monday,0,Afternoon,0,1056.0,11,0,19,1.2246467991473532e-16,-1.0
77th Street,CONTEMPT OF COURT,52,F,B,SINGLE FAMILY DWELLING,undefined,Invest Cont,12,Monday,0,Afternoon,0,0.0,4,0,0,1.2246467991473532e-16,-1.0
West LA,BURGLARY FROM VEHICLE,29,M,W,MARKET,undefined,Invest Cont,17,Monday,0,Afternoon,0,24.0,3,0,11,-0.9659258262890683,-0.25881904510252063
Van Nuys,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),30,M,O,GARAGE/CARPORT,undefined,Invest Cont,21,Friday,0,Evening,0,168.0,6,0,11,-0.7071067811865477,0.7071067811865474
Pacific,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),33,M,W,PARKING LOT,undefined,Invest Cont,5,Monday,0,Night,1,0.0,5,1,18,0.9659258262890683,0.25881904510252074
Central,ROBBERY,59,M,B,LA UNION STATION (NOT LINE SPECIFIC),HAND GUN,Adult Arrest,22,Thursday,0,Night,1,0.0,1,0,9,-0.5000000000000004,0.8660254037844384
Olympic,THEFT PLAIN - PETTY ($950 & UNDER),57,M,H,RESTAURANT/FAST FOOD,undefined,Invest Cont,0,Friday,0,Night,1,0.0,7,0,0,0.0,1.0
Hollywood,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",31,M,B,DRIVEWAY,undefined,Invest Cont,13,Monday,0,Afternoon,0,0.0,5,0,6,-0.2588190451025208,-0.9659258262890683
Wilshire,THEFT PLAIN - PETTY ($950 & UNDER),51,M,H,SINGLE FAMILY DWELLING,undefined,Invest Cont,12,Sunday,1,Afternoon,0,0.0,9,0,6,1.2246467991473532e-16,-1.0
Southeast,INTIMATE PARTNER - AGGRAVATED ASSAULT,34,F,B,SINGLE FAMILY DWELLING,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,22,Saturday,1,Night,1,48.0,12,0,13,-0.5000000000000004,0.8660254037844384
Foothill,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),63,M,W,OTHER BUSINESS,undefined,Invest Cont,17,Thursday,0,Afternoon,0,144.0,5,0,19,-0.9659258262890683,-0.25881904510252063
Pacific,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",61,M,O,PARKING LOT,undefined,Invest Cont,7,Sunday,1,Morning,0,48.0,2,0,4,0.9659258262890683,-0.25881904510252063
Central,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",41,M,B,SIDEWALK,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,21,Thursday,0,Evening,0,0.0,12,1,9,-0.7071067811865477,0.7071067811865474
Newton,ROBBERY,22,M,H,OTHER BUSINESS,SHOTGUN,Adult Arrest,0,Friday,0,Night,1,0.0,12,0,9,0.0,1.0
Newton,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0,M,W,STREET,undefined,Invest Cont,13,Friday,0,Afternoon,0,0.0,9,1,9,-0.2588190451025208,-0.9659258262890683
Wilshire,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0,M,W,OTHER BUSINESS,undefined,Invest Cont,2,Friday,0,Night,1,0.0,12,0,12,0.49999999999999994,0.8660254037844387
Newton,BURGLARY FROM VEHICLE,39,F,B,OTHER/OUTSIDE,undefined,Invest Cont,20,Friday,0,Evening,0,456.0,12,0,0,-0.8660254037844386,0.5000000000000001
Hollywood,BATTERY - SIMPLE ASSAULT,59,M,W,OTHER BUSINESS,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,10,Wednesday,0,Morning,0,0.0,7,0,6,0.49999999999999994,-0.8660254037844387
Olympic,INTIMATE PARTNER - SIMPLE ASSAULT,24,F,H,STREET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,4,Saturday,1,Night,1,0.0,5,1,12,0.8660254037844386,0.5000000000000001
Central,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0,M,O,DEPARTMENT STORE,undefined,Invest Cont,16,Saturday,1,Afternoon,0,0.0,2,0,9,-0.8660254037844385,-0.5000000000000004
Southeast,VIOLATION OF TEMPORARY RESTRAINING ORDER,37,F,H,SINGLE FAMILY DWELLING,VERBAL THREAT,Invest Cont,15,Tuesday,0,Afternoon,0,0.0,7,0,13,-0.7071067811865471,-0.7071067811865479
Van Nuys,SHOPLIFTING - PETTY THEFT ($950 & UNDER),22,M,H,OTHER BUSINESS,undefined,Adult Other,13,Sunday,1,Afternoon,0,24.0,3,0,11,-0.2588190451025208,-0.9659258262890683
Northeast,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),26,M,W,STREET,undefined,Invest Cont,12,Wednesday,0,Afternoon,0,48.0,1,0,6,1.2246467991473532e-16,-1.0
Foothill,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),65,M,H,STREET,undefined,Invest Cont,17,Friday,0,Afternoon,0,24.0,8,0,19,-0.9659258262890683,-0.25881904510252063
Devonshire,THEFT PLAIN - PETTY ($950 & UNDER),60,F,W,SINGLE FAMILY DWELLING,undefined,Invest Cont,11,Monday,0,Morning,0,288.0,1,0,15,0.258819045102521,-0.9659258262890682
Olympic,BATTERY - SIMPLE ASSAULT,30,F,H,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,13,Wednesday,0,Afternoon,0,0.0,1,1,6,-0.2588190451025208,-0.9659258262890683
West LA,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",37,F,W,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",undefined,Invest Cont,17,Monday,0,Afternoon,0,24.0,7,0,12,-0.9659258262890683,-0.25881904510252063
Hollywood,INTIMATE PARTNER - SIMPLE ASSAULT,49,F,W,STREET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,15,Thursday,0,Afternoon,0,792.0,4,1,6,-0.7071067811865471,-0.7071067811865479
Southeast,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,13,F,H,SINGLE FAMILY DWELLING,BELT FLAILING INSTRUMENT/CHAIN,Invest Cont,10,Wednesday,0,Morning,0,0.0,8,0,13,0.49999999999999994,-0.8660254037844387
Central,THEFT OF IDENTITY,18,F,H,CHECK CASHING*,undefined,Invest Cont,12,Friday,0,Afternoon,0,96.0,9,0,9,1.2246467991473532e-16,-1.0
Pacific,BATTERY - SIMPLE ASSAULT,37,M,B,TRANSPORTATION FACILITY (AIRPORT),"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,19,Sunday,1,Evening,0,0.0,4,0,4,-0.9659258262890684,0.2588190451025203
Hollywood,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),25,M,W,PARKING LOT,undefined,Invest Cont,6,Thursday,0,Morning,0,0.0,3,0,6,1.0,6.123233995736766e-17
